iter	RMSE
911	1.911085642
912	1.910085418
913	1.909624947
914	1.909147084
915	1.908851935
916	1.908113566
917	1.907080302
918	1.905784218
919	1.904851226
920	1.90386249
921	1.903052275
922	1.901983739
923	1.901304483
924	1.900439234
925	1.900015236
926	1.898977588
927	1.898059101
928	1.896285638
929	1.89594507
930	1.895142778
931	1.894141107
932	1.893696653
933	1.892939469
934	1.892414016
935	1.892096957
936	1.891150103
937	1.89040742
938	1.889279578
939	1.888393241
940	1.888036298
941	1.886954334
942	1.886281384
943	1.885684126
944	1.884957686
945	1.884557961
946	1.883972714
947	1.88323189
948	1.881977091
949	1.881314274
950	1.880371478
951	1.879622304
952	1.879021419
953	1.878313789
954	1.876885783
955	1.875953321
956	1.875543795
957	1.874895812
958	1.874159966
959	1.873486346
960	1.872580995
961	1.872001939
962	1.87068788
963	1.870032138
964	1.8694074
965	1.868773502
966	1.867960969
967	1.866606338
968	1.86625134
969	1.865730056
970	1.864837744
971	1.863188292
972	1.862370204
973	1.861423403
974	1.861068306
975	1.859953277
976	1.859523028
977	1.858816698
978	1.858116919
979	1.85759233
980	1.856008931
981	1.855082337
982	1.854785982
983	1.853886066
984	1.853428976
985	1.853045823
986	1.852442436
987	1.851659152
988	1.851078698
989	1.850384162
990	1.849573603
991	1.848721451
992	1.847941112
993	1.846968157
994	1.846251923
995	1.845156711
996	1.844899999
997	1.844456934
998	1.843705373
999	1.842910356
