iter	RMSE
517	2.877339427
518	2.876889117
519	2.876453566
520	2.875981243
521	2.875934436
522	2.875136369
523	2.875118654
524	2.874814365
525	2.874086389
526	2.873679219
527	2.872885275
528	2.872311457
529	2.871868927
530	2.871484216
531	2.871466589
532	2.871049477
533	2.869927426
534	2.869216854
535	2.868505198
536	2.868303805
537	2.868204645
538	2.867171915
539	2.866449062
540	2.866203078
541	2.866187628
542	2.866009663
543	2.865293225
544	2.865172983
545	2.865158343
546	2.865146476
547	2.865029703
548	2.864702744
549	2.864686067
550	2.864310344
551	2.864107583
552	2.863923128
553	2.863024604
554	2.862663582
555	2.861614761
556	2.8606759
557	2.860499259
558	2.860023671
559	2.860007497
560	2.859970204
561	2.859621285
562	2.859168989
563	2.858626209
564	2.858589997
565	2.857811198
566	2.857167832
567	2.85648266
568	2.855627831
569	2.854967614
570	2.854950649
571	2.854937445
572	2.854921215
573	2.854873602
574	2.854543517
575	2.853740151
576	2.853000638
577	2.852161779
578	2.851725393
579	2.851548458
580	2.850759261
581	2.850418809
582	2.849959667
583	2.849050015
584	2.848158189
585	2.848143754
586	2.848134602
587	2.847337738
588	2.847325172
589	2.847218736
590	2.846754862
591	2.846171104
592	2.845601094
593	2.845301393
594	2.844792177
595	2.844599278
596	2.844436653
597	2.84441168
598	2.843825108
599	2.843510312
600	2.84327288
601	2.842969035
602	2.842704846
603	2.84226737
604	2.842122134
605	2.841421751
606	2.841104765
607	2.841091813
608	2.841082474
609	2.840971803
610	2.840372508
611	2.839830062
612	2.839497747
613	2.839153305
614	2.838857724
615	2.838559222
616	2.838265599
617	2.837258127
618	2.837100979
619	2.836140287
620	2.835338292
621	2.835334103
622	2.835228576
623	2.834396008
624	2.834278065
625	2.833318905
626	2.832903542
627	2.832893259
628	2.832880778
629	2.832869656
630	2.832861752
631	2.832259014
632	2.831761784
633	2.831303625
634	2.830527905
635	2.830275561
636	2.829748272
637	2.829649487
638	2.828856697
639	2.828655206
640	2.827926347
641	2.827916345
642	2.827909332
643	2.827861277
644	2.827455131
645	2.827091005
646	2.826936016
647	2.826266844
648	2.826213934
649	2.826199156
650	2.825851172
651	2.825083665
652	2.824311454
653	2.823986607
654	2.823398519
655	2.823092641
656	2.822507721
657	2.822494781
658	2.821900204
659	2.821164453
660	2.820599931
661	2.820019607
662	2.81978806
663	2.819151728
664	2.818957684
665	2.818387791
666	2.817806793
667	2.817100998
668	2.816554937
669	2.816538009
670	2.816526912
671	2.816402026
672	2.81633115
673	2.81597473
674	2.815405341
675	2.815331428
676	2.81465567
677	2.814532387
678	2.813623868
679	2.812901056
680	2.812805992
681	2.812795394
682	2.811959132
683	2.811784652
684	2.811483177
685	2.811153045
686	2.810856525
687	2.810732654
688	2.8107226
689	2.810713467
690	2.810355502
691	2.810345296
692	2.810329992
693	2.809633857
694	2.809055955
695	2.808302482
696	2.807989064
697	2.807981422
698	2.80749817
699	2.807267853
700	2.807068814
701	2.807062114
702	2.806420525
703	2.806282678
704	2.80597566
705	2.805873681
706	2.805704967
707	2.805697974
708	2.80568456
709	2.80553092
710	2.805344746
711	2.805247956
712	2.805222772
713	2.805133234
714	2.80507254
715	2.804607114
716	2.804418987
717	2.804412873
718	2.804391974
719	2.804387678
720	2.804184528
721	2.803452754
722	2.802849939
723	2.80255797
724	2.801846549
725	2.801825421
726	2.801572367
727	2.801380551
728	2.801373846
729	2.800933989
730	2.800379049
731	2.800104582
732	2.800097722
733	2.800018124
734	2.799711474
735	2.799492224
736	2.798959076
737	2.798491426
738	2.798482815
739	2.797788372
740	2.797682371
741	2.797187837
742	2.797081078
743	2.796838164
744	2.796482188
745	2.796419293
746	2.796207081
747	2.796024418
748	2.795600969
749	2.795338733
750	2.794940432
751	2.794566473
752	2.794184882
753	2.794178199
754	2.793718446
755	2.793019687
756	2.793010534
757	2.792668046
758	2.792096747
759	2.792088815
760	2.792083413
761	2.791871653
762	2.791732769
763	2.791133326
764	2.790771748
765	2.78999913
766	2.789986913
767	2.789952685
768	2.789855335
769	2.789847996
770	2.789837522
771	2.789682052
772	2.788942444
773	2.788898072
774	2.788701645
775	2.788424897
776	2.787850738
777	2.787013656
778	2.786519593
779	2.78606151
780	2.785624476
781	2.785104323
782	2.784878582
783	2.784603836
784	2.784092332
785	2.783819543
786	2.783377086
787	2.78336997
788	2.783324808
789	2.783318424
790	2.782954977
791	2.782872127
792	2.782792836
793	2.782780301
794	2.7826133
795	2.782395636
796	2.781849198
797	2.781591908
798	2.781585932
799	2.781010966
800	2.780423227
801	2.780370948
802	2.779965661
803	2.779666931
804	2.779663252
805	2.779607599
806	2.779347753
807	2.778903425
808	2.778578962
809	2.778571232
810	2.778567704
811	2.778536037
812	2.778171611
813	2.778161727
814	2.777862222
815	2.777639699
816	2.7776281
817	2.777623227
818	2.777435018
819	2.777114129
820	2.776542599
821	2.776341643
822	2.775702772
823	2.775647261
824	2.775335488
825	2.774993947
826	2.774916615
827	2.774913535
828	2.774899305
829	2.774241484
830	2.77370577
831	2.7730508
832	2.772901052
833	2.772309679
834	2.77168432
835	2.771210637
836	2.770873356
837	2.770795212
838	2.770788581
839	2.770590469
840	2.770148019
841	2.770010637
842	2.769450735
843	2.768951074
844	2.76861372
845	2.768130845
846	2.768113814
847	2.767323769
848	2.766876265
849	2.766766011
850	2.766449175
851	2.766370722
852	2.766180673
853	2.76598823
854	2.765228809
855	2.764555986
856	2.764544824
857	2.764282235
858	2.763720326
859	2.76312601
860	2.763120224
861	2.763115917
862	2.762750825
863	2.762015187
864	2.761902902
865	2.761808098
866	2.761238089
867	2.760960127
868	2.760413381
869	2.760206941
870	2.760164321
871	2.760095069
872	2.759573661
873	2.75931296
874	2.759307573
875	2.758973168
876	2.758805456
877	2.758789434
878	2.758773712
879	2.758623821
880	2.758166956
881	2.758092132
882	2.757797721
883	2.757709614
884	2.757128422
885	2.757124853
886	2.75675086
887	2.756634891
888	2.756311504
889	2.756308575
890	2.756098661
891	2.756089436
892	2.756084097
893	2.755575939
894	2.755521699
895	2.755255251
896	2.755176401
897	2.755175102
898	2.754567356
899	2.754398398
900	2.753944558
901	2.753461869
902	2.753386491
903	2.753128205
904	2.752914616
905	2.752537857
906	2.752532321
907	2.751817314
908	2.751737836
909	2.751242647
910	2.750808053
911	2.750569539
912	2.750346881
913	2.74976292
914	2.749751477
915	2.749746246
916	2.749683964
917	2.749318946
918	2.749203092
919	2.749161091
920	2.749112256
921	2.748979294
922	2.74896847
923	2.748648909
924	2.748627934
925	2.748535848
926	2.748215566
927	2.747717304
928	2.747496897
929	2.747135108
930	2.747036655
931	2.746958154
932	2.746698032
933	2.746663076
934	2.746465633
935	2.746408826
936	2.746259457
937	2.745859972
938	2.7458468
939	2.745695901
940	2.745468526
941	2.745307419
942	2.745035897
943	2.744829586
944	2.744404287
945	2.744345723
946	2.744268899
947	2.744118425
948	2.744105695
949	2.743886738
950	2.743878311
951	2.743600301
952	2.743595228
953	2.743021511
954	2.742578419
955	2.742372645
956	2.742320345
957	2.742003192
958	2.741543925
959	2.74149528
960	2.741274005
961	2.741160532
962	2.740812672
963	2.74057181
964	2.74039436
965	2.740244201
966	2.740240962
967	2.739932609
968	2.739779389
969	2.739555365
970	2.739268769
971	2.739264039
972	2.738967872
973	2.738864289
974	2.738809464
975	2.738538346
976	2.738381388
977	2.738280913
978	2.737789699
979	2.73755632
980	2.737396612
981	2.737324602
982	2.736997166
983	2.73635213
984	2.735778467
985	2.735625218
986	2.735278104
987	2.735251699
988	2.734803314
989	2.734195237
990	2.734193251
991	2.733765906
992	2.733763954
993	2.733337475
994	2.733285649
995	2.732946692
996	2.732755944
997	2.732416709
998	2.732271543
999	2.73200178
